Type;Name;Unit;Definition;Output_of_model(s);Input_to_model(s);Defined by
variable;OM Cost|Fixed|Electricity|Gas|w/ CCS;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new gas power plant with CCS. If more than one CCS gas power technology is modelled, modellers should report fixed O&M costs  for each represented CCS gas power technology by adding variables OM Cost|Fixed|Electricity|Gas|w/ CCS|2, ... OM Cost|Fixed|Electricity|Gas|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Electricity|Gas|w/o CCS;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new gas power plant w/o CCS. If more than one gas power technology is modelled, modellers should report fixed O&M costs  for each represented gas power technology by adding variables OM Cost|Fixed|Electricity|Gas|w/o CCS|2, ... OM Cost|Fixed|Electricity|Gas|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Electricity|Geothermal;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new geothermal power plants. If more than one geothermal power plant technology is modelled (e.g., hydrothermal, hard dry rock), modellers should report fixed O&M costs  for each represented geothermal power technology by adding variables OM Cost|Fixed|Electricity|Geothermal|2, ... Capital|Cost|Electricity|Geothermal|N (with N = number of represented geothermal power technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Electricity|Hydro;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new hydropower plant. If more than one hydropower technology is modelled, modellers should report fixed O&M costs  for each represented hydropower technology by adding variables OM Cost|Fixed|Electricity|Hydro|2, ... OM Cost|Fixed|Electricity|Hydro|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Electricity|Nuclear;US$2010/kW/yr;"Annual fixed operation & maintainance cost of a new nuclear power plants. If more than one nuclear power plant technology is modelled (e.g., Gen II, III, IV; LWR, thermal reactors with other moderator materials, fast breeders), modellers should report fixed O&M costs  for each represented nuclear power technology by adding variables OM Cost|Fixed|Electricity|Nuclear|2, ... Capital|Cost|Electricity|Nuclear|N (with N = number of represented nuclear power technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).";;;
variable;OM Cost|Fixed|Electricity|Solar|CSP;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new concentrated solar power plant. If more than one CSP technology is modelled (e.g., parabolic trough, solar power tower), modellers should report fixed O&M costs  for each represented CSP technology by adding variables OM Cost|Fixed|Electricity|Solar|CSP|2, ... Capital|Cost|Electricity|Solar|CSP|N (with N = number of represented CSP technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Electricity|Solar|PV;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new solar PV units. If more than one PV technology is modelled (e.g., centralized PV plant, distributed (rooftop) PV, crystalline SI PV, thin-film PV), modellers should report fixed O&M costs  for each represented PV technology by adding variables OM Cost|Fixed|Electricity|Solar|PV|2, ... Capital|Cost|Electricity|Solar|PV|N (with N = number of represented PV technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Electricity|Wind;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new wind power plants. This variable should only be filled, if wind power is not separated into onshore and offshore. If more than one wind power technology is modelled (e.g., wind power units with different hub height and capacity), modellers should report fixed O&M costs  for each represented wind power technology by adding variables OM Cost|Fixed|Electricity|Wind|2, ... Capital|Cost|Electricity|Wind|N (with N = number of represented wind power technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Electricity|Wind|Offshore;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new offshore wind power plants. This variable should only be filled, if wind power is separated into onshore and offshore. If more than one offshore wind power technology is modelled (e.g., wind power units with different hub height and capacity), modellers should report fixed O&M costs  for each represented wind power technology by adding variables OM Cost|Fixed|Electricity|Wind|Offshore|2, ... Capital|Cost|Electricity|Wind|Offshore|N (with N = number of represented offshore wind power technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Electricity|Wind|Onshore;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new onshore wind power plants. This variable should only be filled, if wind power is separated into onshore and offshore. If more than one onshore wind power technology is modelled (e.g., wind power units with different hub height and capacity), modellers should report fixed O&M costs  for each represented wind power technology by adding variables OM Cost|Fixed|Electricity|Wind|Onshore|2, ... Capital|Cost|Electricity|Wind|Onshore|N (with N = number of represented onshore wind power technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Gases|Biomass|w/ CCS;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new biomass to gas plant with CCS. If more than one CCS biomass to gas technology is modelled, modellers should report fixed O&M costs  for each represented CCS biomass to  gas technology by adding variables OM Cost|Fixed|Gases|Biomass|w/ CCS|2, ... OM Cost|Fixed|Gases|Biomass|w/ CCS|N (with N = number of represented technologies). (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Gases|Biomass|w/o CCS;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new biomass to gas plant w/o CCS. If more than one biomass to gas technology is modelled, modellers should report fixed O&M costs  for each represented biomass to gas technology by adding variables OM Cost|Fixed|Gases|Biomass|w/o CCS|2, ... OM Cost|Fixed|Gases|Biomass|w/o CCS|N (with N = number of represented technologies). (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Gases|Coal|w/ CCS;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new coal to gas plant with CCS. If more than one CCS coal to gas technology is modelled, modellers should report fixed O&M costs  for each represented CCS coal to  gas technology by adding variables OM Cost|Fixed|Gases|Coal|w/ CCS|2, ... OM Cost|Fixed|Gases|Coal|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Gases|Coal|w/o CCS;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new coal to gas plant w/o CCS. If more than one coal to gas technology is modelled, modellers should report fixed O&M costs  for each represented coal to gas technology by adding variables OM Cost|Fixed|Gases|Coal|w/o CCS|2, ... OM Cost|Fixed|Gases|Coal|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Hydrogen|Biomass|w/ CCS;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new biomass to hydrogen plant with CCS. If more than one CCS biomass to hydrogen technology is modelled, modellers should report fixed O&M costs  for each represented CCS biomass to hydrogen technology by adding variables OM Cost|Fixed|Hydrogen|Biomass|w/ CCS|2, ... OM Cost|Fixed|Hydrogen|Biomass|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Hydrogen|Biomass|w/o CCS;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new biomass to hydrogen plant w/o CCS. If more than one biomass to hydrogen technology is modelled, modellers should report fixed O&M costs  for each represented biomass to hydrogen technology by adding variables OM Cost|Fixed|Hydrogen|Biomass|w/o CCS|2, ... OM Cost|Fixed|Hydrogen|Biomass|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Hydrogen|Coal|w/ CCS;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new coal to hydrogen plant with CCS. If more than one CCS coal to hydrogen technology is modelled, modellers should report fixed O&M costs  for each represented CCS coal to hydrogen technology by adding variables OM Cost|Fixed|Hydrogen|Coal|w/ CCS|2, ... OM Cost|Fixed|Hydrogen|Coal|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Hydrogen|Coal|w/o CCS;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new coal to hydrogen plant w/o CCS. If more than one coal to hydrogen technology is modelled, modellers should report fixed O&M costs  for each represented coal to hydrogen technology by adding variables OM Cost|Fixed|Hydrogen|Coal|w/o CCS|2, ... OM Cost|Fixed|Hydrogen|Coal|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Hydrogen|Electricity;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new hydrogen-by-electrolysis plant. If more than hydrogen-by-electrolysis technology is modelled, modellers should report fixed O&M costs  for each represented hydrogen-by-electrolysis technology by adding variables OM Cost|Fixed|Hydrogen|Electricity|2, ... OM Cost|Fixed|Hydrogen|Electricity|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Hydrogen|Gas|w/ CCS;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new gas to hydrogen plant with CCS. If more than one CCS gas to hydrogen technology is modelled, modellers should report fixed O&M costs  for each represented CCS gas to hydrogen technology by adding variables OM Cost|Fixed|Hydrogen|Gas|w/ CCS|2, ... OM Cost|Fixed|Hydrogen|Gas|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Hydrogen|Gas|w/o CCS;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new gas to hydrogen plant w/o CCS. If more than one gas to hydrogen technology is modelled, modellers should report fixed O&M costs  for each represented gas to hydrogen technology by adding variables OM Cost|Fixed|Hydrogen|Gas|w/o CCS|2, ... OM Cost|Fixed|Hydrogen|Gas|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Liquids|Biomass|w/ CCS;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new biomass to liquids plant with CCS. If more than one CCS BTL technology is modelled, modellers should report fixed O&M costs  for each represented CCS BTL technology by adding variables OM Cost|Fixed|Liquids|Biomass|w/ CCS|2, ... OM Cost|Fixed|Liquids|Biomass|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Liquids|Biomass|w/o CCS;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new biomass to liquids plant w/o CCS. If more than one BTL technology is modelled, modellers should report fixed O&M costs  for each represented BTL technology by adding variables OM Cost|Fixed|Liquids|Biomass|w/o CCS|2, ... OM Cost|Fixed|Liquids|Biomass|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Liquids|Coal|w/ CCS;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new coal to liquids plant with CCS. If more than one CCS CTL technology is modelled, modellers should report fixed O&M costs  for each represented CCS CTL technology by adding variables OM Cost|Fixed|Liquids|Coal|w/ CCS|2, ... OM Cost|Fixed|Liquids|Coal|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Liquids|Coal|w/o CCS;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new coal to liquids plant w/o CCS. If more than one CTL technology is modelled, modellers should report fixed O&M costs  for each represented CTL technology by adding variables OM Cost|Fixed|Liquids|Coal|w/o CCS|2, ... OM Cost|Fixed|Liquids|Coal|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Liquids|Gas|w/ CCS;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new gas to liquids plant with CCS. If more than one CCS GTL technology is modelled, modellers should report fixed O&M costs  for each represented CCS GTL technology by adding variables OM Cost|Fixed|Liquids|Gas|w/ CCS|2, ... OM Cost|Fixed|Liquids|Gas|w/ CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Liquids|Gas|w/o CCS;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new gas to liquids plant w/o CCS. If more than one GTL technology is modelled, modellers should report fixed O&M costs  for each represented GTL technology by adding variables OM Cost|Fixed|Liquids|Gas|w/o CCS|2, ... OM Cost|Fixed|Liquids|Gas|w/o CCS|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;OM Cost|Fixed|Liquids|Oil;US$2010/kW/yr;Annual fixed operation & maintainance cost of a new oil refining plant. If more than one refinery technology is modelled, modellers should report fixed O&M costs  for each represented refinery technology by adding variables OM Cost|Fixed|Liquids|Oil|2, ... OM Cost|Fixed|Liquids|Oil|N (with N = number of represented technologies) (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet).;;;
variable;Outflow|[materials]|Buildings|[building types];kg/yr;Material outflows from buildings ;;;
variable;Outflow|[materials]|Cars|[car types];t/yr;Material outflows from cars ;;;
variable;Outflow|Cars|[car types];cars/yr;Car outflow;;;
variable;Outflow|Concrete|[Product categories];t/yr;Concrete outflow ;;;
variable;Outflow|Concrete|Other|[demand sectors]|[Product categories];t/yr;Concrete outflow from other sectors ;;;
variable;Outflow|Plastics|[Product categories];t/yr;Plastics outflow ;;;
variable;Outflow|Plastics|Other|[demand sectors]|[Product categories];t/yr;Plastics outflow from other sectors ;;;
parameter_output;Outflow|Plastics|Recyclate|[Types];t/yr;Recyclates ;;;
variable;Outflow|Steel|[Product categories];t/yr;Steel outflow ;;;
variable;Outflow|Steel|Other|[demand sectors]|[Product categories];t/yr;Steel outflow from other sectors ;;;
parameter_output;Outflow|Steel|Scrap|[Types];t/yr;Steel scrap ;;;
variable;Policy Cost|Additional Total Energy System Cost;billion US$2010/yr;additional energy system cost associated with the policy;;;
variable;Policy Cost|Area under MAC Curve;billion US$2010/yr;total costs of the policy, i.e. the area under the Marginal Abatement Cost (MAC) curve;;;
variable;Policy Cost|Consumption Loss;billion US$2010/yr;consumption loss in a policy scenario compared to the corresponding baseline (losses should be reported as positive numbers);;;
variable;Policy Cost|Default;billion US$2010/yr;total costs of the policy in the default metric (consumption losses for GE models, area under MAC curve for PE models if available) to be used for calculation of Cost over Abatement Value (CAV) indicator. Must be identical to the policy costs in one of the reported metrics. ;;;
variable;Policy Cost|Equivalent Variation;billion US$2010/yr;equivalent variation associated with the given policy;;;
variable;Policy Cost|GDP Loss;billion US$2010/yr;GDP loss in a policy scenario compared to the corresponding baseline (losses should be reported as positive numbers);;;
variable;Policy Cost|Other;billion US$2010/yr;any other indicator of policy cost (e.g., compensated variation). (please indicate what type of policy cost is measured on the 'comments' tab);;;
variable;Population;million;Total population;;;
variable;Price|Carbon;US$2010/t CO2;price of carbon (for regional aggregrates the weighted price of carbon by subregion should be used);;;
variable;Price|Carbon|Net|Industry;US$2010/t CO2;Net price of carbon applicable at national level for industry sector (= sum of all overlapping regulations);;;
variable;Price|Final Energy|Industry|Electricity;US$2010/GJ;electricity price at the final level in the industry sector. Prices should include the effect of carbon prices.;;;
variable;Price|Final Energy|Industry|Hydrogen;US$2010/GJ;Hydrogen price at the final level in the industrial sector. Prices should include the effect of carbon prices and all other taxes.;;;
variable;Price|Final Energy|Residential and Commercial|Electricity;US$2010/GJ;electricity price at the final level in the residential and commercial sector. Prices should include the effect of carbon prices.;;;
variable;Price|Final Energy|Residential|Electricity;US$2010/GJ;electricity price at the final level in the residential sector. Prices should include the effect of carbon prices.;;;
variable;Price|Final Energy|Residential|Gases|Biomass;US$2010/GJ;biogas price at the final level in the residential sector. Prices should include the effect of carbon prices.;;;
variable;Price|Final Energy|Residential|Gases|Fossil;US$2010/GJ;natural gas price at the final level in the residential sector. Prices should include the effect of carbon prices.;;;
variable;Price|Final Energy|Residential|Liquids|Biomass;US$2010/GJ;biofuel price at the final level in the residential sector. Prices should include the effect of carbon prices.;;;
variable;Price|Final Energy|Residential|Liquids|Fossil;US$2010/GJ;fossil liquid fuel (including oil, coal-to-liquids, gas-to-liquids) price at the final level in the residential sector. Prices should include the effect of carbon prices.;;;
variable;Price|Final Energy|Residential|Solids|Biomass;US$2010/GJ;price for solids from biomass at the final level in the residential sector. Prices should include the effect of carbon prices.;;;
variable;Price|Final Energy|Residential|Solids|Fossil;US$2010/GJ;price for solids from fossils at the final level in the residential sector. Prices should include the effect of carbon prices.;;;
variable;Price|Primary Energy|Biomass;US$2010/GJ;biomass producer price;;;
variable;Price|Primary Energy|Coal;US$2010/GJ;coal price at the primary level (i.e. the spot price at the global or regional market);;;
variable;Price|Primary Energy|Gas;US$2010/GJ;natural gas price at the primary level (i.e. the spot price at the global or regional market);;;
variable;Price|Primary Energy|Oil;US$2010/GJ;crude oil price at the primary level (i.e. the spot price at the global or regional market);;;
variable;Price|Secondary Energy|Electricity;US$2010/GJ;electricity price at the secondary level, i.e. for large scale consumers (e.g. aluminum production).  Prices should include the effect of carbon prices.;;;
variable;Price|Secondary Energy|Hydrogen;US$2010/GJ;hydrogen price at the secondary level. Prices should include the effect of carbon prices;;;
variable;Primary Energy;EJ/yr;total primary energy consumption (direct equivalent);;;
variable;Primary Energy|Biomass;EJ/yr;primary energy consumption of purpose-grown bioenergy crops, crop and forestry residue bioenergy, municipal solid waste bioenergy, traditional biomass;;;
variable;Primary Energy|Biomass|1st Generation;EJ/yr;biomass primary energy from 1st generation biofuel crops (e.g., sugar cane, rapeseed oil, maize, sugar beet);;;
variable;Primary Energy|Biomass|Electricity;EJ/yr;primary energy input to electricity generation of purpose-grown bioenergy crops, crop and forestry residue bioenergy, municipal solid waste bioenergy, traditional biomass;;;
variable;Primary Energy|Biomass|Electricity|w/ CCS;EJ/yr;purpose-grown bioenergy crops, crop and forestry residue bioenergy, municipal solid waste bioenergy, traditional biomass primary energy input to electricity generation used in combination with CCS;;;
variable;Primary Energy|Biomass|Electricity|w/o CCS;EJ/yr;purpose-grown bioenergy crops, crop and forestry residue bioenergy, municipal solid waste bioenergy, traditional biomass primary energy input to electricity generation without CCS;;;
variable;Primary Energy|Biomass|Energy Crops;EJ/yr;biomass primary energy from purpose-grown bioenergy crops;;;
variable;Primary Energy|Biomass|Modern;EJ/yr;modern biomass primary energy consumption, including purpose-grown bioenergy crops, crop and forestry residue bioenergy and municipal solid waste bioenergy;;;
variable;Primary Energy|Biomass|Residues;EJ/yr;biomass primary energy from residues;;;
variable;Primary Energy|Biomass|Traditional;EJ/yr;traditional biomass primary energy consumption;;;
variable;Primary Energy|Biomass|w/ CCS;EJ/yr;purpose-grown bioenergy crops, crop and forestry residue bioenergy, municipal solid waste bioenergy, traditional biomass primary energy consumption used in combination with CCS;;;
variable;Primary Energy|Biomass|w/o CCS;EJ/yr;purpose-grown bioenergy crops, crop and forestry residue bioenergy, municipal solid waste bioenergy, traditional biomass primary energy consumption without CCS;;;
variable;Primary Energy|Coal;EJ/yr;coal primary energy consumption;;;
variable;Primary Energy|Coal|Electricity;EJ/yr;coal primary energy input to electricity generation ;;;
variable;Primary Energy|Coal|Electricity|w/ CCS;EJ/yr;coal primary energy input to electricity generation  used in combination with CCS;;;
variable;Primary Energy|Coal|Electricity|w/o CCS;EJ/yr;coal primary energy input to electricity generation  without CCS;;;
variable;Primary Energy|Coal|w/ CCS;EJ/yr;coal primary energy consumption used in combination with CCS;;;
variable;Primary Energy|Coal|w/o CCS;EJ/yr;coal primary energy consumption without CCS;;;
variable;Primary Energy|Fossil;EJ/yr;coal, gas, conventional and unconventional oil primary energy consumption;;;
variable;Primary Energy|Fossil|w/ CCS;EJ/yr;coal, gas, conventional and unconventional oil primary energy consumption used in combination with CCS;;;
variable;Primary Energy|Fossil|w/o CCS;EJ/yr;coal, gas, conventional and unconventional oil primary energy consumption without CCS;;;
variable;Primary Energy|Gas;EJ/yr;gas primary energy consumption;;;
variable;Primary Energy|Gas|Electricity;EJ/yr;gas primary energy input to electricity generation ;;;
variable;Primary Energy|Gas|Electricity|w/ CCS;EJ/yr;gas primary energy input to electricity generation used in combination with CCS;;;
variable;Primary Energy|Gas|Electricity|w/o CCS;EJ/yr;gas primary energy input to electricity generation without CCS;;;
variable;Primary Energy|Gas|w/ CCS;EJ/yr;gas primary energy consumption used in combination with CCS;;;
variable;Primary Energy|Gas|w/o CCS;EJ/yr;gas primary energy consumption without CCS;;;
variable;Primary Energy|Geothermal;EJ/yr;total geothermal primary energy consumption;;;
variable;Primary Energy|Hydro;EJ/yr;total hydro primary energy consumption;;;
variable;Primary Energy|Industry|Steel|Biomass;PJ/yr;Energy demand including own coke ovens and autoproduction of electricity;ITOM-Steel;;WI
variable;Primary Energy|Industry|Steel|Coke;PJ/yr;Energy demand including own coke ovens and autoproduction of electricity. Imported coke only;ITOM-Steel;;WI
variable;Primary Energy|Industry|Steel|Coking coal;PJ/yr;Energy demand including own coke ovens and autoproduction of electricity;ITOM-Steel;;WI
variable;Primary Energy|Industry|Steel|Electricity (autoproduction);PJ/yr;Energy demand including own coke ovens and autoproduction of electricity;ITOM-Steel;;WI
variable;Primary Energy|Industry|Steel|Electricity (external);PJ/yr;Energy demand including own coke ovens and autoproduction of electricity;ITOM-Steel;;WI
variable;Primary Energy|Industry|Steel|Hard coal ;PJ/yr;Energy demand including own coke ovens and autoproduction of electricity;ITOM-Steel;;WI
variable;Primary Energy|Industry|Steel|Hydrogen;PJ/yr;Energy demand including own coke ovens and autoproduction of electricity;ITOM-Steel;;WI
variable;Primary Energy|Industry|Steel|Natural gas;PJ/yr;Energy demand including own coke ovens and autoproduction of electricity;ITOM-Steel;;WI
variable;Primary Energy|Non-Biomass Renewables;EJ/yr;non-biomass renewable primary energy consumption (direct equivalent, includes hydro electricity, wind electricity, geothermal electricity and heat, solar electricity and heat and hydrogen, ocean energy);;;
variable;Primary Energy|Nuclear;EJ/yr;nuclear primary energy consumption (direct equivalent, includes electricity, heat and hydrogen production from nuclear energy);;;
variable;Primary Energy|Ocean;EJ/yr;total ocean primary energy consumption;;;
variable;Primary Energy|Oil;EJ/yr;conventional & unconventional oil primary energy consumption;;;
variable;Primary Energy|Oil|Electricity;EJ/yr;conventional & unconventional oil primary energy input to electricity generation;;;
variable;Primary Energy|Oil|Electricity|w/ CCS;EJ/yr;conventional & unconventional oil primary energy input to electricity generation used in combination with CCS;;;
variable;Primary Energy|Oil|Electricity|w/o CCS;EJ/yr;conventional & unconventional oil primary energy input to electricity generation without CCS;;;
variable;Primary Energy|Oil|w/ CCS;EJ/yr;conventional & unconventional oil primary energy consumption used in combination with CCS;;;
variable;Primary Energy|Oil|w/o CCS;EJ/yr;conventional & unconventional oil primary energy consumption without CCS;;;
variable;Primary Energy|Other;EJ/yr;primary energy consumption from sources that do not fit to any other category (direct equivalent, please provide a definition of the sources in this category in the 'comments' tab);;;
variable;Primary Energy|Secondary Energy Trade;EJ/yr;trade in secondary energy carriers that cannot be unambiguoulsy mapped to one of the existing primary energy categories (e.g. electricity, hydrogen, fossil synfuels, negative means net exports);;;
variable;Primary Energy|Solar;EJ/yr;total solar primary energy consumption;;;
variable;Primary Energy|Wind;EJ/yr;total wind primary energy consumption;;;
parameter_output;Production|Cement;t/yr;Cement production ;;;
variable;Production|Chemicals|Ethane |Volume;Mt/yr;production of ethane (raw material for the production of high value chemicals, e.g. olefins);;;
variable;Production|Chemicals|High Value Chemicals|Volume;Mt/yr;production of high value chemicals (intermediate material for the production of plastics, high value chemicals include ethylene);;;
variable;Production|Chemicals|Naphtha|Volume;Mt/yr;production of naphtha (raw material for the production of high value chemicals, e.g. olefins);;;
variable;Production|Chemicals|Plastics|Primary Plastics|Volume;Mt/yr;production of primary plastics ;;;
variable;Production|Chemicals|Plastics|Secondary Plastics|Volume;Mt/yr;production of secondary plastics, i.e. plastics obtained from recycling of plastics;;;
variable;Production|Chemicals|Plastics|Volume;Mt/yr;production of plastics ;;;
variable;Production|Chemicals|Value;billion US$2010/yr;production of chemicals (e.g. sulfuric acid);;;
variable;Production|Chemicals|Volume;Mt/yr;production of chemicals (e.g. sulfuric acid);;;
parameter_output;Production|Clinker;t/yr;Clinker production ;;;
variable;Production|Iron and Steel|Iron Ore|Volume;Mt/yr;production of iron ore (raw material used for the production of primary steel and iron);;;
variable;Production|Iron and Steel|Pig Iron|Volume;Mt/yr;production of pig iron (intermediate product for the production of primary steel);;;
variable;Production|Iron and Steel|Primary Steel|Value;billion US$2010/yr;Production of primary / virgin steel;;;
variable;Production|Iron and Steel|Primary Steel|Volume;Mt/yr;Production of primary / virgin steel;;;
variable;Production|Iron and Steel|Secondary Steel|Value;billion US$2010/yr;Production of secondary steel from recycling of scrap;;;
variable;Production|Iron and Steel|Secondary Steel|Volume;Mt/yr;Production of secondary steel from recycling of scrap;;;
variable;Production|Iron and Steel|Sponge Iron|Volume;Mt/yr;production of sponge iron (intermediate product for the production of primary steel);;;
variable;Production|Iron and Steel|Value;billion US$2010/yr;production of steel;;;
variable;Production|Iron and Steel|Volume;Mt/yr;production of steel;;;
variable;Production|Non-Ferrous Metals|Alumina|Volume;Mt/yr;production of alumina (intermediate product for the production of primary aluminum);;;
variable;Production|Non-Ferrous Metals|Aluminium|Primary|Volume;Mt/yr;production of primary aluminum ;;;
variable;Production|Non-Ferrous Metals|Aluminium|Secondary|Volume;Mt/yr;production of secondary aluminum;;;
variable;Production|Non-Ferrous Metals|Aluminium|Volume;Mt/yr;production of aluminum (inlcudes primary and secondary aluminium);;;
variable;Production|Non-Ferrous Metals|Bauxite|Volume;Mt/yr;production of bauxite (raw material used for the production of primary aluminum);;;
variable;Production|Non-Ferrous Metals|Value;billion US$2010/yr;production of non-ferrous metals (e.g., aluminum);;;
variable;Production|Non-Ferrous Metals|Volume;Mt/yr;production of non-ferrous metals (e.g. copper, lead, aluminum);;;
variable;Production|Non-Metallic Minerals|Cement|Value;billion US$2010/yr;Production of cement;;;
variable;Production|Non-Metallic Minerals|Cement|Volume;Mt/yr;production of cement;;;
variable;Production|Non-Metallic Minerals|Clinker|Volume;Mt/yr;production of clinker (intermediate material for the production of cement);;;
variable;Production|Non-Metallic Minerals|Limestone|Volume;Mt/yr;production of limestone (raw material for the production of cement);;;
variable;Production|Non-Metallic Minerals|Value;billion US$2010/yr;Production of non-metallic minerals;;;
variable;Production|Non-Metallic Minerals|Volume;Mt/yr;production of non-metallic minerals, which include cement, ceramic, glass, lime;;;
variable;Production|Other Sector|Value;billion US$2010/yr;production of other industry products;;;
variable;Production|Petrochemicals|High Value Chemicals;Mt/yr;Production of olefins and aromatics;ITOM-PetChem;;WI
variable;Production|Petrochemicals|Methanol;Mt/yr;Production of methanol (intermediary production for HVC);ITOM-PetChem;;WI
variable;Production|Petrochemicals|Polymers;Mt/yr;Production of Polymers;ITOM-PetChem;;WI
parameter_output;Production|Plastics|[Product categories];t/yr;Plastics production ;;;
variable;Production|Pulp and Paper|Value;billion US$2010/yr;production of pulp and paper;;;
variable;Production|Pulp and Paper|Volume;Mt/yr;production of pulp and paper;;;
parameter_output;Production|Steel|[Product categories];t/yr;Steel production ;;;
variable;Production|Steel|Crude steel|Volume;Mt/yr;Production of crude steel;ITOM-Steel;;WI
variable;Production|Steel|DRI|DRI biogenic syngas|Volume;Mt/yr;Production of DRI using biogenic syngas as reducing gas (including DRI which is processed into steel);ITOM-Steel;;WI
